Number of Run, Trial Count,Initial Average Hum,Average hum after algorithm, Initial Standard hum deviation,Standard deviation hum after algorithm,Initial Average tem,Average tem after algorithm, Initial Standard tem deviation,Standard deviation tem after algorithm,humAveIss ,humStdIss,temAveIss,temStdIss,,
34,20,49.56440042,47.89773375,2.857083416,0.517569352,70.64500312,72.14500312,2.786471655,1.362045922,0,0,0,0,,
35,6,49.68690885,47.93690885,2.743939599,1.122556631,69.78078251,72.03078251,2.631709169,1.373535051,0,0,0,0,,
36,80,50.7271546,48.31048793,3.659855577,1.826646743,69.38616244,72.71949578,2.782896756,0.684156438,1,1,0,0,,
37,80,51.3823848,48.04905147,1.636115368,1.665823005,70.4526676,72.7026676,2.925123316,0.938176394,1,0,0,0,,
38,80,49.61718327,48.2005166,3.378578471,1.583629952,70.70512657,72.95512657,2.290380138,0.380154431,1,0,0,0,,
39,80,49.31423618,48.39756951,2.890708706,1.65290749,69.93747473,72.85414139,2.461193483,0.419690195,1,0,0,0,,
40,9,50.78646226,47.95312893,2.867963575,0.840751752,69.87545758,72.45879091,2.923258603,1.310973533,0,0,0,0,,
41,9,50.50182951,47.91849618,3.302836242,0.511805121,70.49291012,72.24291012,2.587012755,0.817749536,0,0,0,0,,
42,80,49.15587639,48.15587639,2.956558428,0.995774669,70.10452237,72.60452237,2.720702054,0.831766778,1,0,0,0,,
43,22,49.43262456,47.93262456,2.345037966,0.467954764,69.44309235,72.19309235,3.537813163,1.360196674,0,0,0,0,,
44,80,51.64821004,48.23154337,2.080266349,1.540815322,69.73185497,72.98185497,3.076662383,0.913267221,1,0,0,0,,
45,20,50.44039946,47.94039946,2.202656072,0.366339792,70.22830817,72.3116415,2.848163369,1.481516229,0,0,0,0,,
46,80,50.05535197,48.05535197,2.645312707,0.861314942,69.09421902,72.34421902,2.85034656,2.000733986,1,0,0,1,,
47,20,49.2898528,47.87318613,2.683481234,0.834457122,68.94621536,72.19621536,2.5893698,1.485444706,0,0,0,0,,
48,80,50.02555734,48.35889067,2.648060634,1.318461378,70.23093183,72.3975985,2.997558314,1.552343536,1,0,0,1,,
49,80,49.31978674,48.56978674,3.012678316,1.804822304,69.01340967,72.346743,2.401587644,1.925014947,1,1,0,1,,
50,6,50.04224303,47.95890969,3.05748618,1.021551187,71.15058341,72.48391674,2.71067587,0.89877734,0,0,0,0,,
51,80,50.40305406,48.23638739,3.093370524,1.170677658,71.17773261,72.67773261,3.270869103,1.051008829,1,0,0,0,,
52,80,50.7190396,48.13570627,2.302224072,0.943673605,71.18450143,72.68450143,2.464432881,0.395962681,1,0,0,0,,
53,80,48.27437369,48.19104036,1.797545375,0.923755671,70.2611021,72.84443544,3.231371264,0.540381126,1,0,0,0,,
54,5,49.45012861,47.95012861,2.677691975,0.653961332,71.22177039,72.88843706,2.467788152,0.966032535,0,0,0,0,,
55,80,49.90963994,48.24297327,2.84425604,1.495625484,69.80380863,72.80380863,2.591767336,0.593727495,1,0,0,0,,
56,80,50.33911464,47.83911464,2.421019477,0.553136595,68.96069795,72.29403128,2.224296068,1.553891168,0,0,0,1,,
57,23,48.0899968,47.67333013,2.75115792,0.719711353,69.4798775,72.39654417,2.811508309,1.461077585,0,0,0,0,,
58,80,50.50098398,48.16765064,2.631233704,1.212243164,70.40193918,72.40193918,3.605639622,1.88155573,1,0,0,1,,
59,80,49.8789886,48.46232193,2.638189467,1.816289246,69.90520878,72.65520878,2.730613621,0.63248258,1,1,0,0,,
60,80,49.8190484,48.3190484,2.536248724,1.369802526,69.79718018,72.54718018,2.385328917,1.753906246,1,0,0,1,,
61,20,50.2347868,47.7347868,2.626105383,0.481393273,70.10383642,72.02050309,2.32700626,1.444212988,0,0,0,0,,
62,8,50.79750981,47.96417648,2.699636605,0.997023019,69.33094128,72.16427461,2.349083894,1.482601837,0,0,0,0,,
63,80,50.496909,48.16357567,2.509008678,1.489327008,71.60602013,72.93935346,2.284810056,0.724811994,1,0,0,0,,
64,11,51.65901452,47.99234786,2.240091772,0.97329246,69.53008887,72.36342221,3.070895453,1.167524824,0,0,0,0,,
65,80,49.42150267,48.33816934,2.234722361,1.061413957,70.09987391,72.68320725,2.81969711,0.94376575,1,0,0,0,,
66,80,50.18485312,48.26818645,2.715649709,0.980817992,70.67305961,72.83972627,3.521884751,0.410628276,1,0,0,0,,
67,9,51.02606664,47.94273331,2.651889509,0.859780605,70.82918482,72.74585149,2.868288642,1.037830758,0,0,0,0,,
68,80,51.00298943,48.33632276,2.978594525,1.40708952,69.59908112,72.26574779,2.768700099,2.070899422,1,0,0,1,,
69,21,48.19622885,47.77956218,2.205892346,0.63494995,71.28292987,72.78292987,2.40297727,1.277403473,0,0,0,0,,
70,80,51.1320511,48.29871777,2.842261353,1.609223902,70.14343645,72.89343645,3.38549732,0.414028178,1,0,0,0,,
71,80,50.55980348,48.47647014,2.536147217,1.738323384,69.24950562,72.49950562,2.595811602,0.555834177,1,1,0,0,,
72,80,51.46160989,48.29494322,3.198625822,1.803057803,68.75788634,72.674553,2.327226723,0.892827291,1,1,0,0,,
73,10,50.64282815,47.97616148,2.698628793,0.860770065,68.3620791,72.3620791,1.929979931,0.907944189,0,0,0,0,,
74,80,51.56294183,48.14627517,2.211749942,1.199343675,69.55138229,72.80138229,2.878367499,0.362205351,1,0,0,0,,
75,22,49.08132193,47.7479886,1.744373607,0.474018182,70.64154646,72.14154646,2.995318872,1.492055174,0,0,0,0,,
76,80,48.9938967,47.91056336,2.231925645,0.458148489,70.98875066,72.40541732,3.207092764,2.058930302,0,0,0,1,,
77,80,51.05234866,48.385682,2.689167018,1.665003484,69.17976022,72.51309355,2.538187464,1.569145969,1,0,0,1,,
78,20,50.07769089,47.82769089,2.121888593,0.757938853,68.83766721,72.00433388,2.425721743,1.439236711,0,0,0,0,,
79,80,50.03371148,48.28371148,2.363034095,1.898653984,70.56722848,72.65056181,1.920342668,0.446170031,1,1,0,0,,
80,80,48.35794252,48.27460919,2.343178007,1.194049732,70.31733467,72.31733467,2.789371979,1.633055792,1,0,0,1,,
81,80,50.45092049,48.11758716,2.444613608,0.751965804,69.43465346,72.60132013,2.512854886,1.514617032,1,0,0,1,,
82,23,50.43043291,47.84709958,2.829781128,0.441457338,69.6258434,72.54251006,3.359750538,1.455322855,0,0,0,0,,
83,4,49.12308611,47.95641944,2.649477425,0.905112082,70.82235985,72.73902652,2.961553939,1.427095742,0,0,0,0,,
84,80,49.81667566,48.40000899,2.597113282,1.941523925,70.26867601,72.85200934,3.223718041,0.641273103,1,1,0,0,,
85,80,51.01608344,48.18275011,2.357677362,1.374635646,68.83104681,72.83104681,2.546606166,0.510004733,1,0,0,0,,
86,8,50.16792208,47.91792208,2.380440183,0.762961187,70.56686975,72.90020309,3.224093636,0.917640395,0,0,0,0,,
87,80,49.83556908,48.25223574,3.407428705,0.654882541,69.14040245,72.47373578,2.79510914,2.163156122,1,0,0,1,,
88,20,50.58139308,47.99805974,2.748875244,0.865077477,70.05587629,72.22254296,2.767884443,1.274668026,0,0,0,0,,
89,80,51.14336997,48.06003664,2.674062448,0.820863173,67.91829087,72.75162421,2.355762807,0.5840234,1,0,0,0,,
90,80,49.75064287,47.66730954,2.71023977,0.677066019,69.44679732,72.28013066,2.925338435,2.178330055,0,0,0,1,,
91,80,51.14532126,48.06198793,2.203105744,0.545615862,70.16781896,73.08448563,3.014546296,0.642331115,1,0,1,0,,
92,10,49.82428353,47.9909502,1.635922894,0.716705024,69.59754945,72.51421611,2.768767664,0.717447449,0,0,0,0,,
93,5,49.82783058,47.99449725,2.063989202,1.104634026,71.19336982,72.86003649,2.922756776,0.855227507,0,0,0,0,,
94,10,49.64776074,47.98109407,3.24143491,0.97440041,68.55653658,72.13986992,3.052588868,1.44108956,0,0,0,0,,
95,4,49.5002697,47.91693637,2.840223042,1.286909961,71.18175478,72.09842144,2.212743892,1.349459661,0,0,0,0,,
96,80,51.01441267,48.18107934,2.837282569,1.814084729,69.50208873,72.16875539,2.700024872,1.997699831,1,1,0,1,,
97,80,50.42830783,48.09497449,2.412310292,1.542325077,70.07671611,73.07671611,3.404241318,0.518267902,1,0,1,0,,
98,8,49.85035034,47.93368367,3.267686215,1.19488979,69.63410565,72.38410565,2.494432897,0.928459681,0,0,0,0,,
99,80,50.38698424,48.05365091,3.098233519,0.696194102,68.88373767,72.38373767,3.028007825,1.52376336,1,0,0,1,,
100,10,50.04730252,47.96396919,2.83177307,0.393997851,69.39000897,72.39000897,2.75094424,1.0388882,0,0,0,0,26,55
26,55,,,,,,,,,,,,,,
1,20,48.6078665,47.8578665,2.523998741,0.459912522,71.04956566,72.46623233,2.382650421,1.478893146,0,0,0,0,,
2,9,48.37455251,47.95788584,2.719136306,0.683505098,70.44462467,72.61129133,2.722764104,0.811610789,0,0,0,0,,
3,22,50.09661042,47.84661042,2.699358232,0.416902769,69.64021163,72.22354496,2.590582636,1.487649477,0,0,0,0,,
4,80,49.49322124,47.99322124,2.855142078,0.497461789,68.84931359,72.18264692,2.644296726,2.186072845,0,0,0,1,,
5,80,49.98801783,48.4046845,3.680089192,1.95400617,70.74464183,72.82797516,2.615933034,0.360705199,1,1,0,0,,
6,9,50.13160083,47.96493417,2.707552492,0.742395596,70.22609564,72.30942898,3.016889835,1.437566415,0,0,0,0,,
7,7,50.73574089,47.98574089,2.81488665,0.894789934,69.75211936,72.00211936,2.065140852,1.082208144,0,0,0,0,,
8,6,48.45184868,47.95184868,2.443217657,1.430033988,69.57943432,72.16276765,2.827034704,0.975733991,0,0,0,0,,
9,8,52.08122787,47.99789453,2.768989575,1.004424228,70.6989737,72.78230703,2.823477235,0.851221168,0,0,0,0,,
10,10,49.89125379,47.97458713,3.082617256,0.698393041,71.0356786,72.95234526,3.125949649,0.803171825,0,0,0,0,,
11,80,49.90924079,47.90924079,2.478334065,0.508321336,70.27932293,72.27932293,2.745622352,1.750277139,0,0,0,1,,
12,80,49.91657253,47.91657253,2.982917844,0.446064089,68.39559153,72.39559153,2.054304603,1.952182081,0,0,0,1,,
13,80,48.53623295,47.78623295,2.442748709,0.470066766,69.88479303,72.5514597,2.706175443,1.744008946,0,0,0,1,,
14,80,49.46773009,48.38439676,3.31628116,2.001581038,69.42540161,72.50873494,2.605058513,0.755677402,1,1,0,0,,
15,80,50.53103839,48.44770506,2.947467285,1.107848689,70.46085324,72.12751991,2.878794867,1.952825579,1,0,0,1,,
16,12,49.5589766,47.97564327,2.608722832,1.230747496,68.51698499,72.26698499,2.993958738,1.269581095,0,0,0,0,,
17,80,50.92287461,48.00620794,1.887844416,0.847513852,70.51307336,72.26307336,2.972996999,2.212205146,1,0,0,1,,
18,80,49.54104484,48.20771151,2.303384488,0.745405218,69.18399137,72.43399137,3.075521548,2.098843352,1,0,0,1,,
19,80,49.01263967,48.345973,2.889685517,1.878062911,69.31643203,72.89976536,2.502715052,0.481796837,1,1,0,0,,
20,7,49.40096019,47.98429352,2.645357944,0.815193219,69.56845743,72.06845743,3.213925452,1.078036412,0,0,0,0,,
21,3,48.19051373,47.52384707,1.912869321,0.964063184,70.94198031,72.35864697,3.029597448,1.497823295,0,0,0,0,,
22,80,50.43410698,48.35077365,2.274290899,1.560170015,68.58836343,72.7550301,2.221000924,0.462998254,1,0,0,0,,
23,80,51.04930894,48.13264227,2.323997009,0.920511146,69.43724947,72.68724947,3.032551335,1.218630462,1,0,0,0,,
24,20,49.85260124,47.76926791,3.011657031,0.447401881,69.48703933,72.403706,3.141676962,1.49813932,0,0,0,0,,
25,10,50.98409702,47.98409702,2.745794496,0.575387981,70.21329087,72.96329087,2.815403881,0.833233538,0,0,0,0,,
26,22,50.14642751,47.89642751,2.54058005,0.594478233,69.29891188,72.63224521,3.067725711,1.479652921,0,0,0,0,,
27,80,49.17848037,48.42848037,2.784064288,1.875403625,70.05616239,72.63949572,2.807564294,0.332016734,1,1,0,0,,
28,9,49.25486574,47.92153241,2.980595959,0.887812197,70.90407826,72.73741159,2.845114762,0.995466205,0,0,0,0,,
29,80,51.25614902,48.08948235,2.463228982,0.842582964,69.11111482,73.02778149,2.613270623,0.645007722,1,0,1,0,,
30,80,50.48087874,48.23087874,2.952524126,1.228635649,71.81354263,72.81354263,2.06362858,0.726561655,1,0,0,0,,
31,20,49.79241874,47.87575207,2.76130479,0.553049651,71.43627118,72.76960451,2.599100576,1.390762675,0,0,0,0,,
32,21,50.72165374,47.97165374,3.383577012,1.377362378,69.22707649,72.47707649,2.57560445,1.353706362,0,0,0,0,,
33,23,49.01901666,47.93568333,2.323071315,0.519584994,69.01512473,72.84845806,2.733561574,1.29800544,0,0,0,0,,
34,80,50.25280335,48.33613668,2.275352162,1.539425009,70.45227871,72.86894538,2.597201473,0.517996699,1,0,0,0,,
35,80,50.01541142,47.93207809,2.38993002,1.049170786,69.59880579,72.43213912,3.249743321,2.166640479,0,0,0,1,,
36,80,49.31586909,47.73253575,3.138535394,0.544279503,71.01762834,72.35096168,3.301378514,2.222663378,0,0,0,1,,
37,80,51.14968451,47.89968451,2.152886033,0.644574366,70.14439868,72.31106535,2.895697118,1.841758602,0,0,0,1,,
38,6,50.05183961,47.96850628,2.484116419,0.519707744,71.39175366,72.80842032,2.872029464,0.815364223,0,0,0,0,,
39,80,51.46050431,48.54383765,2.954249131,1.76884721,69.68124345,72.34791011,2.061741018,1.352388019,1,1,0,0,,
40,80,48.86774084,48.20107418,2.848799963,0.637071452,72.3912361,73.1412361,3.388547785,0.593358117,1,0,1,0,,
41,80,48.97489236,47.89155903,2.909096801,0.51493681,69.03333909,72.20000576,2.704226981,2.051437178,0,0,0,1,,
42,80,50.56510553,48.2317722,2.612326809,0.969720731,68.13314239,72.38314239,2.857154226,2.137602802,1,0,0,1,,
43,80,51.41150937,48.32817604,2.663523616,1.411439694,70.63748661,72.88748661,2.548552994,0.730909794,1,0,0,0,,
44,23,50.66126438,47.99459772,2.37872046,0.970034898,68.45671675,72.45671675,2.844010735,1.474176007,0,0,0,0,,
45,80,49.94839296,48.69839296,3.40135673,1.942233209,69.90035135,72.56701802,2.706092489,1.404658907,1,1,0,0,,
46,80,51.21859435,48.21859435,2.951846457,1.022615745,71.17182876,73.17182876,3.16416341,0.587863377,1,0,1,0,,
47,4,49.25233435,47.91900102,2.093794029,0.603652806,72.275514,72.69218066,1.762408136,0.871456666,0,0,0,0,,
48,80,50.30256725,48.21923391,2.620745873,1.354259133,69.85430735,72.60430735,2.690393066,1.041972551,1,0,0,0,,
49,80,49.97350224,48.05683557,2.478271913,0.805112583,69.89231637,72.2256497,3.070664936,1.97851521,1,0,0,1,,
50,8,50.28792176,47.95458842,2.864795078,1.02630381,71.05481504,72.55481504,2.670552391,0.79220398,0,0,0,0,,
51,8,49.56087803,47.89421136,3.2306665,0.877429597,69.79204184,72.04204184,2.512759714,0.835409382,0,0,0,0,,
52,80,50.90372428,48.07039094,2.252293824,0.959872374,69.42686781,72.34353448,2.586002398,1.869353878,1,0,0,1,,
53,8,50.25563219,47.92229886,2.184169396,1.193220139,71.2112622,72.4612622,2.530403382,1.199050934,0,0,0,0,,
54,11,49.21496161,47.96496161,2.962671222,0.992572097,70.66554641,72.16554641,2.87393156,0.948258761,0,0,0,0,,
55,80,50.02443238,47.60776571,3.43654369,0.586667099,70.25280806,72.41947473,3.360880107,2.26162995,0,0,0,1,,
56,80,50.99358067,48.16024734,2.53065229,2.026632418,70.80731612,72.64064946,2.237942753,1.095202998,1,1,0,0,,
57,8,49.58199642,47.99866309,2.857250248,0.855737807,70.40745643,72.8241231,3.124077722,1.022232079,0,0,0,0,,
58,80,50.80878205,47.55878205,2.802969518,0.848777498,70.87004409,72.53671076,2.544931571,1.718148542,0,0,0,1,,
59,7,49.44588117,47.94588117,2.725191028,0.950936787,69.98434284,72.31767617,2.119015988,0.900347145,0,0,0,0,,
60,9,49.94323518,47.94323518,2.813596502,0.584183861,70.53530315,72.45196982,2.885364162,1.177431903,0,0,0,0,,
61,8,50.08277576,47.99944242,2.579618479,0.751524234,69.37215182,72.20548515,3.379266113,0.792386953,0,0,0,0,,
62,22,48.54891207,47.79891207,3.436495513,0.625570756,70.72335936,72.80669269,3.146410945,1.313140658,0,0,0,0,,
63,80,50.20161412,48.20161412,2.193814588,0.818809319,70.46455483,72.54788816,3.502578256,1.322951649,1,0,0,0,,
64,6,50.19202449,47.94202449,1.57544735,0.473932309,70.34880345,72.43213679,2.032285518,1.034554224,0,0,0,0,,
65,80,50.65690128,47.82356795,2.799598859,0.408235937,68.07500749,72.40834082,1.666516517,1.597193498,0,0,0,1,,
66,22,50.93621072,47.93621072,2.77621136,0.515591775,69.9373473,72.35401397,2.685948286,1.467673111,0,0,0,0,,
67,80,50.95195046,48.36861713,3.001364663,1.604499905,68.79381348,72.29381348,3.099537872,2.241691206,1,0,0,1,,
68,80,50.34858032,48.34858032,2.195011855,1.250825357,69.27845572,72.44512238,2.431110914,1.110676766,1,0,0,0,,
69,80,51.36403843,48.53070509,3.124172294,1.865297845,69.8902305,72.3902305,2.429473814,1.437523212,1,1,0,0,,
70,22,49.95030716,47.86697383,3.67543046,0.555013617,70.03212584,72.1987925,2.930054197,1.460694274,0,0,0,0,,
71,80,50.34823082,48.34823082,2.440977932,1.381908591,69.85199864,72.60199864,3.282830839,0.599470825,1,0,0,0,,
72,5,48.69317697,47.77651031,2.73973517,1.335224151,69.46791757,72.0512509,3.231874389,1.014761914,0,0,0,0,,
73,80,49.17252224,48.33918891,2.788595928,1.595866363,69.62944067,72.79610734,2.698357656,0.231654936,1,0,0,0,,
74,80,49.9036801,47.57034676,3.174730506,0.772479179,70.91552131,72.58218797,3.118852524,1.783528202,0,0,0,1,,
75,7,48.6541007,47.98743404,2.653923072,0.730589265,69.93605297,72.43605297,2.560509882,1.145804758,0,0,0,0,,
76,80,50.59343403,48.42676736,3.117418351,1.656268812,70.0479023,73.0479023,2.975321527,0.524889802,1,0,1,0,,
77,80,49.64408633,47.97741966,2.402538088,0.388924177,69.0853801,72.25204676,2.473134641,1.518888598,0,0,0,1,,
78,80,49.82182802,48.48849468,3.085513834,1.868380859,70.56136099,73.06136099,2.5497027,0.602191588,1,1,1,0,,
79,80,49.49701108,48.41367775,2.537642374,1.498836459,70.98925243,72.9059191,2.463870214,0.38066572,1,0,0,0,,
80,80,50.88331837,48.38331837,3.085411467,1.59472945,68.4440986,72.4440986,2.101731587,1.78892825,1,0,0,1,,
81,5,49.74148876,47.99148876,2.803010766,0.89318667,71.08693492,72.50360159,2.635530015,0.957546103,0,0,0,0,,
82,80,50.78108928,48.11442262,1.665759441,1.144058721,70.10412017,73.10412017,3.269454124,0.65534427,1,0,1,0,,
83,80,50.33966286,48.1729962,1.80521633,1.117466056,70.47282125,72.47282125,2.941232584,1.671539916,1,0,0,1,,
84,80,49.21795386,48.38462053,2.857881313,1.303005978,69.04216409,72.20883076,2.720102468,1.855890345,1,0,0,1,,
85,8,50.00818292,47.92484959,2.73137657,0.963131615,69.35965798,72.35965798,2.660820318,0.973439844,0,0,0,0,,
86,21,50.65680095,47.90680095,2.834367087,0.389889787,70.46350102,72.38016769,3.135217805,1.482044512,0,0,0,0,,
87,21,50.15086977,47.81753644,2.482804468,0.44993719,71.02884949,72.61218283,2.488790117,1.385617215,0,0,0,0,,
88,80,49.54846213,48.13179546,2.441837269,0.225561809,67.8154704,72.39880374,2.370055311,1.786913963,1,0,0,1,,
89,9,51.04213089,47.95879756,2.546258039,0.568256645,70.0701304,72.5701304,2.215414387,0.99630715,0,0,0,0,,
90,80,49.94167732,48.52501066,2.716358002,1.593342802,69.45960817,72.5429415,3.247057696,1.876779309,1,0,0,1,,
91,80,49.60137068,48.60137068,3.458317793,1.831996845,69.5925546,72.42588794,2.605781131,1.003626679,1,1,0,0,,
92,80,49.8058194,48.13915274,2.901407797,0.748667722,69.83047401,72.24714068,1.99443211,1.467114781,1,0,0,0,,
93,80,50.99060287,48.49060287,2.936156994,1.656323807,68.74762295,72.33095628,3.261698604,2.131778371,1,0,0,1,,
94,80,50.6672024,48.33386906,2.444743284,1.57416765,69.84910096,72.34910096,3.328754636,1.488495735,1,0,0,0,,
95,80,50.83738604,48.33738604,2.903319085,1.435268643,69.57983087,72.6631642,2.79672126,1.208941293,1,0,0,0,,
96,5,48.79290745,47.95957411,1.997603103,0.855337204,70.1932664,72.52659973,2.684945798,0.764833672,0,0,0,0,,
97,80,49.45738524,48.29071857,2.601920301,1.53768709,70.03220521,72.53220521,2.927122247,1.038300095,1,0,0,0,,
98,21,48.17764769,47.92764769,1.979215736,0.542379469,68.81163648,72.47830315,2.934616424,1.428931995,0,0,0,0,,
99,80,49.88578115,48.55244782,2.865253884,1.23829131,70.39106765,73.14106765,2.465598891,0.594682631,1,0,1,0,,
100,5,48.76002197,47.92668863,2.938553109,1.305048352,71.21341211,72.96341211,3.214893735,1.332869045,0,0,0,0,27,57
27,57,,,,,,,,,,,,,,
1,80,49.25084994,48.41751661,3.380492739,1.713752225,71.4890241,73.07235744,2.224817316,0.445761732,1,1,1,0,,
2,9,50.14265877,47.97599211,2.69450058,0.993666825,70.3968128,72.56347946,2.821438245,0.464797113,0,0,0,0,,
3,4,48.92088804,47.92088804,2.56144445,1.080024417,71.10380122,72.43713455,2.855335364,1.456253933,0,0,0,0,,
4,22,48.18344314,47.68344314,2.525179103,0.591089617,71.05080163,72.38413496,3.537096381,1.462076071,0,0,0,0,,
5,8,49.90442612,47.98775946,3.463218492,0.643870994,70.56453025,72.48119692,2.991160822,1.143206334,0,0,0,0,,
6,11,51.0344386,47.95110527,2.125105198,1.170428397,69.68658622,72.35325288,3.179761173,1.493139934,0,0,0,0,,
7,10,49.96637318,47.96637318,2.948811002,0.445547445,69.41975263,72.25308597,3.030003632,1.069966482,0,0,0,0,,
8,80,50.85071837,48.43405171,2.884377587,1.844994859,68.15964254,72.8263092,2.240532178,0.457969891,1,1,0,0,,
9,10,49.36347818,47.94681152,3.067747779,0.837370231,70.44656211,72.77989544,3.367522957,1.029124777,0,0,0,0,,
10,9,48.07953238,47.57953238,2.803080459,0.663901857,68.71942869,72.05276202,2.595847474,1.458095115,0,0,0,0,,
11,24,48.32798078,47.99464745,2.204331169,0.572248905,70.30558709,72.47225376,2.467645457,1.383083592,0,0,0,0,,
12,80,49.37397819,47.45731153,2.46665436,0.724190968,69.80624279,72.47290946,2.843446133,1.619996317,0,0,0,1,,
13,4,48.48929449,47.90596115,3.031329538,1.586433815,70.37717965,72.04384632,2.707299533,0.932485862,0,0,0,0,,
14,80,49.61859387,48.53526054,3.064828532,1.880177857,69.9184911,72.4184911,2.10423437,1.237771573,1,1,0,0,,
15,7,50.53396795,47.95063461,2.286668992,0.499748922,70.30617417,72.8895075,3.07606718,0.800953846,0,0,0,0,,
16,9,49.28567185,47.95233852,2.336562771,0.78924396,69.59018395,72.50685062,3.009743915,0.88787452,0,0,0,0,,
17,6,48.37078384,47.95411718,2.47988174,1.037721539,71.06442146,72.23108813,2.221182309,1.489034726,0,0,0,0,,
18,20,48.59861075,47.76527742,2.712041391,0.495538367,70.67167682,72.00501016,1.94943884,1.395873016,0,0,0,0,,
19,7,48.96130599,47.96130599,2.892599976,0.827999593,69.89269706,72.7260304,2.75297264,0.763261481,0,0,0,0,,
20,8,50.01312432,47.92979098,2.280469396,0.834466207,70.50556073,72.33889406,3.052871632,1.486884184,0,0,0,0,,
21,80,50.31805285,48.31805285,2.961443465,1.543428143,69.05536758,72.72203425,2.907527622,1.084557401,1,0,0,0,,
22,8,49.82184667,47.98851333,2.841182279,0.805177127,71.11699637,72.61699637,2.47284417,0.952730967,0,0,0,0,,
23,21,49.69852586,47.86519253,3.159225894,0.378836094,70.20938759,72.04272092,1.960110889,1.486690219,0,0,0,0,,
24,21,49.54362844,47.96029511,2.726752262,1.286068306,69.9705397,72.05387304,2.555959461,1.474419537,0,0,0,0,,
25,21,49.27250045,47.77250045,2.616360583,0.313436577,69.27363735,72.27363735,3.180106332,1.398061611,0,0,0,0,,
26,80,50.47165096,47.72165096,2.250357772,0.378181126,67.92429398,72.42429398,2.834917449,1.925609186,0,0,0,1,,
27,5,49.05315611,47.96982278,2.699966316,1.121188734,70.29483918,72.04483918,1.994936107,1.237068464,0,0,0,0,,
28,6,49.4422086,47.9422086,2.358797465,0.544866832,70.51582234,72.26582234,1.757142627,0.738631823,0,0,0,0,,
29,20,49.48669791,47.73669791,2.945842091,0.666433401,70.21147146,72.37813813,3.339493393,1.473896273,0,0,0,0,,
30,80,51.43997286,48.43997286,2.29055899,1.701719978,69.80631893,72.13965226,2.827603242,2.173717028,1,1,0,1,,
31,9,49.97448153,47.80781486,3.005298571,1.200792234,68.90537839,72.15537839,3.307671439,1.421417969,0,0,0,0,,
32,6,49.73333651,47.98333651,2.32595963,0.837823706,70.39850634,72.48183967,2.653848022,0.759457084,0,0,0,0,,
33,4,49.68512903,47.93512903,2.701584695,1.123456836,70.7292748,72.39594146,2.378316006,1.418583417,0,0,0,0,,
34,8,51.07913572,47.99580238,3.287929436,0.847844489,69.44780326,72.03113659,2.310465746,1.221169216,0,0,0,0,,
35,80,50.57469412,48.15802746,2.312147647,1.189391151,69.22605653,72.30938986,2.783337743,1.651843197,1,0,0,1,,
36,80,50.08449209,47.50115876,2.736877977,0.735450659,69.15456708,72.48790041,3.333268876,1.979887393,0,0,0,1,,
37,7,49.54046171,47.95712837,2.353792824,0.855076299,69.41744571,72.00077905,2.821982844,1.220885149,0,0,0,0,,
38,8,48.40751995,47.74085329,2.366523978,0.780019513,68.80222446,72.05222446,3.120549926,1.398457321,0,0,0,0,,
39,80,49.14769372,48.56436038,3.531371553,1.851935951,70.73831815,72.82165148,3.027939315,0.505860414,1,1,0,0,,
40,14,50.79055833,47.957225,2.72738846,0.693298806,70.91887752,72.91887752,3.289391582,0.569853611,0,0,0,0,,
41,10,50.07226258,47.98892925,2.90025,0.752421193,69.05524177,72.13857511,2.714683863,1.240518266,0,0,0,0,,
42,5,49.47776412,47.97776412,2.381332543,0.85125291,71.10275672,72.26942338,2.210366575,1.307124956,0,0,0,0,,
43,80,50.34682881,48.34682881,2.691799355,1.602618951,69.68906775,72.52240108,2.959732386,1.573260979,1,0,0,1,,
44,80,49.04617123,47.87950456,2.170049568,0.547868544,68.15312342,72.23645676,2.001198602,2.188615957,0,0,0,1,,
45,6,49.0662561,47.98292276,2.820745816,1.02072805,70.06007554,72.56007554,2.639009689,1.106531442,0,0,0,0,,
46,80,50.93048787,48.43048787,2.842182679,1.891864387,70.06539247,72.48205913,2.87535204,1.607008598,1,1,0,1,,
47,80,49.45546306,48.12212973,3.393312636,0.960710977,68.52066526,72.68733193,2.843155069,1.179481501,1,0,0,0,,
48,80,49.00751201,47.92417868,3.083870847,0.544967429,69.91611558,72.33278225,3.204864816,1.886087085,0,0,0,1,,
49,80,49.27295768,48.02295768,2.154637484,1.245275162,70.01713461,72.51713461,2.950057474,1.877116414,1,0,0,1,,
50,80,51.14135188,48.30801854,2.36635787,1.686590356,69.9903748,72.9903748,2.800357313,0.677734438,1,0,0,0,,
51,80,49.28682239,48.37015572,3.366240991,1.676865246,70.28687355,72.95354022,2.730528381,0.465351183,1,0,0,0,,
52,8,50.84129171,47.92462504,3.189645237,1.463809773,69.80035259,72.21701925,2.699038052,1.166732075,0,0,0,0,,
53,14,50.61795975,47.95129308,2.744366927,1.034977065,70.61308541,72.77975208,3.143879963,1.301953246,0,0,0,0,,
54,9,49.58460272,47.91793606,3.137169318,0.51220741,70.21732538,72.63399205,2.376852887,0.631489734,0,0,0,0,,
55,80,50.56453993,48.39787326,2.549376878,1.501814583,69.09673307,72.84673307,2.253209672,0.346457515,1,0,0,0,,
56,5,48.78126954,47.9479362,2.561462001,0.586139779,71.05778549,72.39111882,1.925143387,0.939110616,0,0,0,0,,
