Number of Run, Trial Count,Initial Average Hum,Average hum after algorithm, Initial Standard hum deviation,Standard deviation hum after algorithm,Initial Average tem,Average tem after algorithm, Initial Standard tem deviation,Standard deviation tem after algorithm,humAveIss ,humStdIss,temAveIss,temStdIss,,
50,8,50.28711671,47.95378338,3.268176754,1.066226015,70.32855292,72.41188625,2.391561514,0.759501688,0,0,0,0,,
51,80,52.11394308,47.53060975,3.285215095,0.744358447,69.22862998,72.31196332,3.202508701,1.885329173,0,0,0,1,,
52,80,50.25339244,48.17005911,2.536479806,1.227736017,69.72706306,72.97706306,2.788634358,0.337168829,1,0,0,0,,
53,80,50.63821017,48.38821017,2.963562209,1.414510041,69.53859062,73.03859062,2.855807175,0.591517282,1,0,1,0,,
54,80,50.3383041,48.17163743,3.156719636,1.629805904,69.860483,72.94381633,2.733634436,0.278290085,1,0,0,0,,
55,9,50.28167161,47.94833828,2.612324394,0.649196269,71.97723599,72.81056932,2.260889585,0.932338803,0,0,0,0,,
56,21,49.38166327,47.79832994,2.717272478,0.402063337,69.60223799,72.51890465,3.230494552,1.499097322,0,0,0,0,,
57,80,48.70997891,48.45997891,3.107060674,1.982867477,70.30031821,73.13365155,3.146569505,0.371970834,1,1,1,0,,
58,80,49.37132336,47.78799003,3.217979814,0.726424938,67.65657729,72.65657729,2.734899511,1.720464718,0,0,0,1,,
59,80,49.59254376,47.75921043,2.657970427,0.437230571,68.08021303,72.41354637,2.242790382,2.043753108,0,0,0,1,,
60,80,49.52478032,47.94144699,2.117065462,0.758266996,69.69008487,72.35675153,2.714442259,2.139600617,0,0,0,1,,
61,80,50.13541996,48.38541996,2.954358695,1.990929179,70.4694776,72.55281093,2.999365704,1.112337486,1,1,0,0,,
62,8,50.63058001,47.96391334,2.551807099,0.832672974,69.84601848,72.42935181,2.690778697,0.969501305,0,0,0,0,,
63,9,51.04923591,47.96590258,2.127454291,0.820746901,69.81589753,72.39923086,2.675816985,1.084103535,0,0,0,0,,
64,20,49.73995021,47.90661687,2.917259643,0.871266391,70.83359726,72.83359726,2.633672755,1.418120146,0,0,0,0,,
65,12,50.69312058,47.60978725,2.678590533,0.694840736,69.47922859,72.06256192,2.605992978,1.419111164,0,0,0,0,,
66,80,51.01054192,48.17720858,3.233765812,1.471468007,70.54907035,72.88240369,2.95070986,0.593004528,1,0,0,0,,
67,80,48.50637222,47.92303889,2.271286805,0.728156694,70.48447154,72.31780488,2.907289554,1.982530639,0,0,0,1,,
68,80,50.88454057,48.13454057,1.981331144,1.478400801,70.32220293,72.4888696,2.949018823,1.485166791,1,0,0,0,,
69,10,50.58431631,47.91764964,2.248569574,0.891736423,70.68924718,72.68924718,2.533620244,0.712871726,0,0,0,0,,
70,23,48.63380647,47.9671398,2.960323141,0.429594537,69.90021204,72.90021204,2.314249836,1.139681235,0,0,0,0,,
71,80,49.19125627,48.27458961,2.539394259,1.208340672,70.10550929,72.77217596,3.032613342,0.509169159,1,0,0,0,,
72,80,49.4431546,48.4431546,3.082009263,1.991216193,68.42079246,73.00412579,2.68992002,0.500926035,1,1,1,0,,
73,80,50.63841453,47.8050812,2.566250674,0.391096764,68.64559656,72.22892989,2.400522142,1.976296466,0,0,0,1,,
74,4,49.61097132,47.94430466,2.505879523,0.88972629,71.06860967,72.23527634,2.662434644,0.915692358,0,0,0,0,,
75,6,48.93743882,47.93743882,2.922688765,1.225509475,69.15218241,72.23551575,2.608883122,0.764133785,0,0,0,0,,
76,21,50.79404102,47.96070769,2.60165036,0.540077443,70.32158457,72.40491791,2.415734389,1.48628712,0,0,0,0,,
77,6,50.21122439,47.96122439,3.67401866,0.912001002,71.80664043,72.72330709,2.407348997,1.153495004,0,0,0,0,,
78,80,50.88171193,48.21504527,3.097893545,1.828300242,69.95631349,72.62298015,2.5400906,1.076493236,1,1,0,0,,
79,80,50.16873553,48.25206886,2.426456065,1.014789485,70.82744108,72.99410774,2.920005274,0.417747909,1,0,0,0,,
80,80,50.43490607,48.18490607,2.748006864,0.819223254,70.53804014,72.7047068,3.099668908,1.625097399,1,0,0,1,,
81,80,51.61875112,48.28541778,2.071344466,1.038100973,69.466249,72.54958233,2.627137113,0.467491477,1,0,0,0,,
82,10,49.78800429,47.95467095,2.166765372,0.850937469,69.65902155,72.57568822,3.039744553,0.542741958,0,0,0,0,,
83,80,49.04522038,48.46188704,2.638089285,0.930736462,70.9216628,73.00499613,2.022837093,0.40036377,1,0,1,0,,
84,23,49.71416362,47.88083029,3.336806661,0.798226414,69.50469293,72.25469293,2.906727248,1.481003934,0,0,0,0,,
85,80,50.89643995,48.39643995,2.862653378,1.862385688,70.45930381,72.62597048,2.369790226,1.703760426,1,1,0,1,,
86,11,51.51684072,47.93350739,2.893040841,0.522906731,69.76419102,72.68085769,2.498107301,0.585770673,0,0,0,0,,
87,10,51.2393254,47.9893254,1.924377128,0.899711905,69.24175861,72.99175861,2.303964379,0.51542096,0,0,0,0,,
88,80,50.64093568,48.47426901,3.210395339,1.579990929,69.99182188,72.49182188,3.507132835,1.666450126,1,0,0,1,,
89,80,50.73415633,48.48415633,2.840535951,1.762575769,71.19409565,72.86076231,2.778935322,0.442406706,1,1,0,0,,
90,6,48.5398581,47.70652477,2.591841606,1.130915409,69.69012287,72.0234562,2.88888026,1.456669218,0,0,0,0,,
91,80,51.10902348,48.02569014,2.176866521,0.969640226,70.74239778,72.49239778,2.908267444,1.46614047,1,0,0,0,,
92,7,49.59667519,47.84667519,2.728892968,1.00411249,69.70331107,72.0366444,3.004537264,1.171754261,0,0,0,0,,
93,80,51.80081168,48.13414502,2.339694513,1.176887683,69.41005842,72.41005842,3.865110226,2.1858598,1,0,0,1,,
94,8,50.65803135,47.99136469,3.038572574,0.646219674,70.85517805,72.43851138,2.554481298,0.618398161,0,0,0,0,,
95,80,50.91033136,48.2436647,2.563720298,1.511960169,70.50512632,72.92179299,2.321971662,0.507680311,1,0,0,0,,
96,80,48.48120036,47.64786702,2.683369248,0.484917924,70.13923761,72.47257094,2.820967241,2.193477771,0,0,0,1,,
97,80,50.21028195,48.37694862,2.902050968,1.945220247,68.65320103,72.65320103,2.789969394,1.029469292,1,1,0,0,,
98,20,49.16786891,47.58453558,2.957407329,0.365540215,69.80582618,72.13915951,2.647234057,1.45350422,0,0,0,0,,
99,21,50.97631939,47.97631939,3.277129403,0.536982514,70.35244512,72.43577845,2.070681482,1.461933147,0,0,0,0,,
100,21,50.94916656,47.94916656,2.541359402,0.528282806,69.20208561,72.45208561,2.669432333,1.372763054,0,0,0,0,91,60
91,60,,,,,,,,,,,,,,
1,21,50.17415451,47.84082118,2.523875091,0.471591169,69.40762146,72.4909548,2.878075283,1.482840665,0,0,0,0,,
2,80,49.79550425,48.37883759,3.073029682,1.298106135,70.28599392,72.36932725,2.532207156,1.330362693,1,0,0,0,,
3,23,50.88893206,47.97226539,2.269291934,1.21651956,68.81348901,72.48015568,2.34110673,1.080900303,0,0,0,0,,
4,22,50.58573192,47.83573192,2.838671804,0.457196762,70.53944665,72.37277998,2.931596096,1.477251348,0,0,0,0,,
5,7,50.55013145,47.96679812,2.682147247,0.646465143,70.4795692,72.39623586,1.426385117,1.216338616,0,0,0,0,,
6,9,49.85039563,47.93372896,2.930847569,0.868179427,69.3454126,72.0954126,3.010044174,1.36381208,0,0,0,0,,
7,22,49.45244323,47.95244323,2.652482449,0.443352434,69.90337872,72.32004538,3.198466053,1.448010793,0,0,0,0,,
8,11,50.25183432,47.91850099,2.240148643,0.332915652,69.45496818,72.70496818,2.708299469,0.791345492,0,0,0,0,,
9,23,49.35535536,47.93868869,2.451487926,0.775091802,69.2232631,72.55659643,2.64386773,1.298100591,0,0,0,0,,
10,7,49.65543073,47.8220974,3.466854128,0.977156032,69.38237138,72.04903804,2.464790061,0.911946221,0,0,0,0,,
11,80,50.09269558,48.17602891,2.715431714,1.173494479,69.87307955,72.45641288,2.648243514,1.33336319,1,0,0,0,,
12,11,50.94352588,47.94352588,3.10907771,1.615551768,68.36678506,72.78345172,2.173489471,0.524244038,0,0,0,0,,
13,80,50.23649299,47.81982632,2.812634594,0.390310458,69.57082039,72.23748706,2.507527735,1.974826797,0,0,0,1,,
14,80,49.95183414,48.28516747,2.739854455,1.03774072,67.96474426,72.38141093,1.09752362,1.627897498,1,0,0,1,,
15,8,49.62159286,47.95492619,2.985275079,0.637820634,70.20264933,72.53598266,2.927132596,1.252350001,0,0,0,0,,
16,80,50.53003822,48.28003822,2.493059764,0.990174977,71.0686178,72.5686178,2.611274574,1.172559611,1,0,0,0,,
17,80,51.06929705,48.48596371,3.115385314,1.910988192,71.69079973,72.52413307,2.649049804,1.13825721,1,1,0,0,,
18,3,49.2805396,47.94720627,2.576185967,1.207148899,71.7657092,72.09904253,1.775813664,1.273730091,0,0,0,0,,
19,6,49.64250958,47.97584291,2.475632964,1.102732355,69.78295134,72.03295134,2.425168251,1.371877639,0,0,0,0,,
20,9,49.74742771,47.99742771,3.406577833,0.558851192,69.03515489,72.28515489,3.179238176,0.460189952,0,0,0,0,,
21,4,49.13674234,47.97007567,3.124154402,1.675232215,71.04035054,72.37368387,2.762581094,1.386039822,0,0,0,0,,
22,80,51.57924153,48.2459082,2.62555495,1.234741545,70.22310615,72.80643949,2.88954993,0.386858778,1,0,0,0,,
23,80,50.04493502,48.54493502,3.086549171,1.791780783,71.03603521,73.03603521,3.300191145,0.621962563,1,1,1,0,,
24,8,48.89916019,47.89916019,2.187195941,0.670016875,70.28778571,72.37111905,2.861891443,1.482667095,0,0,0,0,,
25,80,48.98275506,48.56608839,3.378711007,1.812765946,69.49734317,72.49734317,3.066962954,1.281279003,1,1,0,0,,
26,80,49.71628104,48.3829477,2.704194252,1.321375343,69.7409234,72.32425673,2.602435636,1.667809514,1,0,0,1,,
27,80,50.59734429,48.18067762,3.210952477,1.82272468,70.8616998,72.94503314,2.107507947,0.348785666,1,1,0,0,,
28,80,49.97650773,48.30984106,3.196933807,1.792042653,71.19298047,72.35964714,2.592389038,1.789490477,1,1,0,1,,
29,80,50.53615142,48.03615142,2.953534477,0.619873809,69.6773162,72.6773162,2.871621833,0.984643989,1,0,0,0,,
30,80,50.37057498,47.95390832,2.544311408,0.486141083,69.4736713,72.14033796,2.981542712,2.186748008,0,0,0,1,,
31,80,49.65582133,48.23915466,2.580710267,1.448128874,69.80586577,72.72253244,2.624528497,1.101670787,1,0,0,0,,
32,80,49.92928257,48.34594924,2.958394258,1.054867976,69.64682682,72.39682682,2.638440777,2.068772689,1,0,0,1,,
33,80,50.19269507,48.35936174,3.43859115,1.635649362,71.57676134,72.74342801,1.580327973,0.880792241,1,0,0,0,,
34,6,49.95860433,47.79193767,3.009728365,1.030202816,70.62932315,72.04598982,2.546492915,1.418412314,0,0,0,0,,
35,80,49.35840864,48.2750753,2.924460005,1.430692039,69.41707718,72.33374385,2.903724044,1.873082505,1,0,0,1,,
36,8,50.19746102,47.94746102,2.706614042,0.938435362,71.09120848,72.50787515,2.374809815,0.866867099,0,0,0,0,,
37,80,49.6073408,48.44067414,2.458172076,1.478379131,69.46895256,72.71895256,2.446406187,0.81305519,1,0,0,0,,
38,80,49.88249903,48.46583237,2.806728656,1.840160732,70.49043315,73.15709982,2.509918572,0.396628018,1,1,1,0,,
39,80,48.87899407,47.62899407,2.827721434,0.758562737,70.8111088,72.22777546,2.940898083,2.078687242,0,0,0,1,,
40,80,50.31302636,48.47969303,3.488126437,1.686234453,70.36402529,73.03069195,2.79221283,0.570100446,1,0,1,0,,
41,8,50.2141771,47.9641771,3.005668733,0.820795672,70.57609436,72.32609436,2.567686182,0.829412637,0,0,0,0,,
42,12,50.84822544,47.93155877,3.326536546,0.59566646,69.28703329,72.28703329,2.958384571,1.17848404,0,0,0,0,,
43,80,50.30144163,48.21810829,2.346741666,1.52739304,71.37990151,72.71323485,2.78634359,0.905281747,1,0,0,0,,
44,21,49.42815011,47.92815011,1.921447947,0.639297663,69.194114,72.52744733,2.676890658,1.386634248,0,0,0,0,,
45,80,51.04047753,48.54047753,2.191922309,1.94217635,70.51027858,72.67694525,2.092515649,0.911430656,1,1,0,0,,
46,80,50.47928639,47.81261973,1.815332179,0.461537607,69.93426825,72.26760158,3.70488454,2.101129127,0,0,0,1,,
47,21,50.47943369,47.97943369,2.477216991,0.503022121,71.12292655,72.45625988,2.065030495,1.379750633,0,0,0,0,,
48,9,49.61069682,47.94403015,2.883920461,0.529963724,69.52480378,72.44147045,2.586236691,0.801287818,0,0,0,0,,
49,8,50.93752321,47.93752321,3.10305913,0.605961493,70.77553028,72.60886362,2.792788215,0.555970977,0,0,0,0,,
50,13,50.02821473,47.94488139,3.375915019,1.52503514,70.51091953,72.6775862,3.07627264,0.645275102,0,0,0,0,,
51,80,51.2725022,48.18916887,2.728774998,2.017767382,69.85855951,72.94189284,2.895101377,0.353794513,1,1,0,0,,
52,80,51.63778873,48.22112207,1.986571509,1.921933425,68.86716273,72.36716273,3.174164176,1.620430281,1,1,0,1,,
53,80,51.0294332,48.11276653,3.089706512,1.315792503,68.87747051,72.71080384,2.597786981,0.720325477,1,0,0,0,,
54,80,49.66016954,47.82683621,2.538339707,0.444168678,70.3048043,72.5548043,2.898000451,1.680775596,0,0,0,1,,
55,8,49.79529279,47.96195946,2.66861265,0.645956479,69.7164542,72.38312087,2.928164364,0.930817936,0,0,0,0,,
56,80,50.37813358,48.46146691,2.906770607,1.428671543,70.64493635,73.06160302,3.205981857,0.544529257,1,0,1,0,,
57,80,50.22646034,48.47646034,2.831310163,1.751990084,69.46261454,73.21261454,2.839094103,0.266239276,1,1,1,0,,
58,80,51.01510952,47.76510952,3.163175155,0.395308002,69.54021102,72.54021102,3.36250888,1.793302766,0,0,0,1,,
59,23,49.14571684,47.97905017,2.536344868,0.5856984,69.48243337,72.56576671,3.391023736,1.49702338,0,0,0,0,,
60,9,50.9371057,47.9371057,2.333098607,0.899322208,69.96944953,72.55278286,2.562060995,0.745487848,0,0,0,0,,
61,80,49.86278407,48.36278407,2.657594078,1.773557377,70.16393896,72.41393896,2.55186248,1.14030222,1,1,0,0,,
62,8,50.67488439,47.92488439,3.257523295,0.683405532,69.70672682,72.45672682,2.216753695,0.993427278,0,0,0,0,,
63,24,49.29996986,47.96663653,3.015090144,0.976168138,69.52550932,72.44217599,3.236256122,1.401895401,0,0,0,0,,
64,80,50.69029632,47.69029632,3.395691207,0.843814865,69.69690112,72.36356779,2.596602326,1.939949119,0,0,0,1,,
65,12,50.42537648,47.92537648,2.808080711,0.766610942,69.2837291,72.7837291,2.986493961,1.363368233,0,0,0,0,,
66,80,49.75446879,48.08780212,2.352121652,0.820310705,68.5602192,72.47688586,2.410847697,1.911475183,1,0,0,1,,
67,8,49.11651137,47.94984471,3.461032397,0.922874833,69.9389351,72.35560177,2.693688521,1.364104049,0,0,0,0,,
68,80,48.61510607,47.6984394,2.063597153,0.334323379,69.79022704,72.2068937,3.488570523,1.929632724,0,0,0,1,,
69,80,49.77392923,48.35726257,2.576232739,1.514740874,70.45831562,72.54164895,2.621549081,1.118297938,1,0,0,0,,
70,7,50.84823829,47.93157162,3.292977486,1.184440485,71.25456083,72.1712275,2.189324794,1.405530841,0,0,0,0,,
71,8,49.68191068,47.93191068,3.182364764,1.153449769,69.65794153,72.40794153,2.543935876,0.963524211,0,0,0,0,,
72,24,48.9433367,47.86000337,1.989186694,0.453862048,69.78040127,72.03040127,3.224731531,1.497730503,0,0,0,0,,
73,80,50.98991265,48.07324599,2.798778848,1.298879891,69.56176539,72.47843206,3.113448543,1.778039158,1,0,0,1,,
74,80,49.50029274,47.66695941,2.771384728,0.446522448,69.58710305,72.25376972,2.604913433,2.141340775,0,0,0,1,,
75,9,49.47308186,47.97308186,3.076620105,0.900882883,68.25026916,72.00026916,2.360249749,1.11664413,0,0,0,0,,
76,80,50.24263096,48.24263096,2.729918096,1.150769324,70.35336434,72.52003101,1.787707162,1.00067491,1,0,0,0,,
77,80,52.0163841,48.2663841,2.426507625,1.975787646,69.90674652,72.49007985,2.847742876,1.883875304,1,1,0,1,,
78,80,49.82958116,48.32958116,3.050377824,1.481372677,71.05897314,73.14230647,2.754155872,0.490810292,1,0,1,0,,
79,80,50.72609004,48.64275671,3.107041617,1.862196904,70.68156284,72.51489618,2.689440815,1.380655785,1,1,0,0,,
80,80,51.10217908,47.76884575,2.757405728,0.415507341,69.15144015,72.40144015,3.054953458,1.681653704,0,0,0,1,,
81,80,50.22560007,48.3089334,2.984713373,1.207866702,69.20617761,72.45617761,1.856483975,1.347761009,1,0,0,0,,
82,9,51.29752033,47.96418699,3.139048159,0.821507749,70.27768644,72.69435311,2.263106058,0.767003211,0,0,0,0,,
83,80,50.99025496,48.15692162,2.393362666,1.271654957,69.69744505,72.61411171,2.909648967,1.934068742,1,0,0,1,,
84,8,50.3955808,47.97891413,2.676360586,0.74733196,70.50601677,72.3393501,2.854280122,1.43738111,0,0,0,0,,
85,80,49.7838894,48.2838894,2.859024427,1.095490235,71.51878574,72.51878574,2.435121113,1.741924901,1,0,0,1,,
86,7,50.81372592,47.98039258,2.846696374,0.888612841,70.72243072,72.13909739,2.105803287,1.06986683,0,0,0,0,,
87,5,49.00820994,47.92487661,2.267289779,0.967723172,69.3234428,72.0734428,2.416068647,1.435745795,0,0,0,0,,
88,8,49.7419228,47.9919228,2.890572144,0.643002799,69.16180653,72.66180653,3.106369849,0.642666825,0,0,0,0,,
89,7,50.22899448,47.97899448,2.751218127,1.191760432,71.1870417,72.52037504,3.483995974,1.069871557,0,0,0,0,,
90,80,49.29545451,48.37878784,2.976250745,1.58584164,69.38210878,72.63210878,2.156763948,0.785537599,1,0,0,0,,
91,21,50.5698211,47.98648777,2.361713713,0.860967664,69.67693786,72.34360453,2.494783665,1.446407751,0,0,0,0,,
92,80,51.84976511,48.26643178,1.628139496,1.40665748,69.16018074,73.07684741,2.642329382,0.562537275,1,0,1,0,,
93,80,50.25755041,48.34088374,3.133712709,1.900757979,70.42966888,72.92966888,3.025846916,0.421672227,1,1,0,0,,
94,80,49.86211554,48.61211554,2.978383307,1.939207764,70.68100247,72.59766914,2.945089429,1.292307238,1,1,0,0,,
95,80,51.58726592,48.25393259,2.517481379,1.89931673,70.72259818,73.05593151,2.804174629,0.556148913,1,1,1,0,,
96,80,49.36328992,48.52995659,3.334520117,1.883799475,70.18295612,72.26628945,2.352697136,1.98112044,1,1,0,1,,
97,80,49.87552696,48.4588603,3.054763702,1.460538742,70.76160283,73.09493616,3.068154044,0.337145856,1,0,1,0,,
98,80,50.82841612,47.99508278,2.5013897,0.614317339,69.83815,72.42148334,3.344599268,1.856919693,0,0,0,1,,
99,80,48.59735628,47.76402294,3.424417195,0.815356999,70.48862974,72.40529641,2.747709254,1.973798926,0,0,0,1,,
100,24,50.88994014,47.97327347,3.180184236,1.044201846,69.58743672,72.42077005,2.436199233,1.46045604,0,0,0,0,92,56
92,56,,,,,,,,,,,,,,
1,22,48.96519291,47.71519291,2.982187512,0.783379072,70.69725031,72.36391698,2.512455093,1.467413942,0,0,0,0,,
2,10,50.73751559,47.98751559,3.154406498,1.215624084,70.27852252,72.61185586,2.663099573,0.682926888,0,0,0,0,,
3,80,49.94219189,48.27552523,3.080566816,1.188617163,69.67963685,72.42963685,2.022358929,1.24096565,1,0,0,0,,
4,80,49.25950987,47.92617654,2.270632075,0.525725045,68.63032087,72.13032087,2.293287053,2.088927155,0,0,0,1,,
5,80,49.76404375,48.01404375,2.603416678,0.595447122,70.573438,72.24010466,2.780097009,1.717007418,1,0,0,1,,
6,80,50.99471596,48.0780493,2.175746244,1.233444958,69.62837633,72.795043,3.24732282,0.441857402,1,0,0,0,,
7,80,51.31714787,48.31714787,2.01692354,1.530202206,70.093143,72.42647633,2.748981934,1.623450815,1,0,0,1,,
8,9,49.73662903,47.98662903,2.976885934,0.704864248,69.2283609,72.2283609,2.314284018,0.833248078,0,0,0,0,,
9,80,50.81954842,48.40288176,2.578463939,1.951306686,70.31950585,72.31950585,3.083950793,2.242252982,1,1,0,1,,
10,80,48.80457407,48.22124074,2.193572103,0.925422235,70.19039585,72.94039585,3.200090941,0.67420128,1,0,0,0,,
11,12,51.08995604,47.92328937,2.855517963,0.714943139,69.38817417,72.7215075,2.962788019,0.470322566,0,0,0,0,,
12,5,48.47936113,47.97936113,2.097412909,0.936273441,70.71988632,72.46988632,3.214160186,1.230241211,0,0,0,0,,
13,22,48.85076274,47.76742941,2.393530091,0.63837973,69.75709303,72.50709303,3.044130757,1.420598669,0,0,0,0,,
14,80,49.84180346,48.50847013,3.256762703,1.115001154,69.2603521,72.2603521,3.067726327,2.053118576,1,0,0,1,,
15,80,51.78781684,47.53781684,3.029613627,0.763582835,71.30337523,72.38670857,3.019251019,1.958427314,0,0,0,1,,
16,80,49.15256513,48.40256513,3.444908205,1.68413934,69.6863999,72.4363999,2.374117333,1.432194309,1,0,0,0,,
17,80,50.90234986,48.40234986,2.5285043,1.883427674,69.98469576,72.48469576,2.63072708,1.262058017,1,1,0,0,,
18,80,49.9737878,48.05712113,2.537239072,1.073137318,69.08553242,72.83553242,2.707869543,0.715467169,1,0,0,0,,
19,80,50.70057596,48.45057596,3.151805367,1.878726277,69.04513944,72.2118061,2.809859134,2.180375159,1,1,0,1,,
20,20,50.58342838,47.91676171,3.328902624,0.792161481,69.60558674,72.18892007,2.391527129,1.464674261,0,0,0,0,,
21,21,49.07719284,47.82719284,2.711352444,0.617522041,69.59516172,72.76182838,2.711036326,1.440265026,0,0,0,0,,
22,80,49.132971,47.71630434,2.782964928,0.762469309,69.16253959,72.16253959,2.918142841,2.060255549,0,0,0,1,,
23,21,49.12042641,47.87042641,3.058797254,0.769051232,70.49271058,72.49271058,2.834443185,1.364062856,0,0,0,0,,
24,80,49.46833652,48.30166985,2.896869346,1.874669385,70.47039203,72.97039203,3.262475212,0.302805876,1,1,0,0,,
25,80,48.98219373,48.31552707,2.352463751,0.808912046,68.14925496,72.31592162,1.559589829,1.48338312,1,0,0,0,,
26,80,49.19506489,48.11173155,3.093904347,1.133221663,68.87914688,72.29581355,2.686325122,1.523994708,1,0,0,1,,
27,80,48.07512725,48.40846058,2.116146598,1.120168621,69.71142212,72.29475545,2.245480851,1.387285265,1,0,0,0,,
28,80,50.8303573,48.24702397,2.381909923,1.345771569,70.95775572,72.45775572,2.030756309,1.176270064,1,0,0,0,,
29,80,50.26636601,48.34969935,2.171919586,1.738599253,69.6707958,72.4207958,3.326040823,1.609275398,1,1,0,1,,
30,80,50.0299056,48.11323893,2.36342785,1.358486765,70.74004574,73.15671241,2.502022704,0.538930132,1,0,1,0,,
31,80,49.51336893,48.43003559,3.080009536,1.462659525,68.59143031,73.09143031,3.136114621,0.635421501,1,0,1,0,,
32,80,50.05623738,48.47290404,2.130983868,1.542770933,69.33137747,72.24804414,2.724575138,2.094917086,1,0,0,1,,
33,24,49.30223807,47.96890474,2.971407741,1.04508614,68.86410328,72.44743662,2.697212148,1.403547548,0,0,0,0,,
34,80,50.37408858,48.29075524,2.399485098,1.246886445,70.74148184,72.99148184,2.242793527,0.705545012,1,0,0,0,,
35,80,50.49812628,47.91479295,2.957464894,0.349075176,68.97548175,72.39214842,2.799298364,1.998204722,0,0,0,1,,
36,21,48.7500712,47.83340453,2.918468551,0.353201287,69.70600784,72.28934117,2.836176961,1.419288979,0,0,0,0,,
37,80,50.97922888,48.39589554,2.551973148,1.065721783,69.45794395,72.37461062,3.193983191,2.239398347,1,0,0,1,,
38,9,49.77573794,47.94240461,2.814377744,0.828172224,70.03033776,72.44700443,3.452642052,0.895293096,0,0,0,0,,
39,80,50.15155366,48.31822033,3.505367457,1.615823784,68.55418887,72.6375222,2.222017421,0.782638468,1,0,0,0,,
40,80,49.44187015,48.27520348,3.188439204,0.550826537,69.33058966,72.74725633,2.806316957,0.912569954,1,0,0,0,,
41,10,50.97941265,47.97941265,2.74625796,0.95518007,69.70890153,72.20890153,2.687193125,1.192194213,0,0,0,0,,
42,6,49.00088707,47.91755374,2.688223446,0.847431716,70.14976265,72.14976265,3.466327731,1.492634928,0,0,0,0,,
43,6,48.53722203,47.9538887,2.392976974,1.117842682,69.66215217,72.16215217,2.049836271,1.354337918,0,0,0,0,,
44,8,49.74803505,47.99803505,2.445658645,0.762812043,70.53111241,72.44777908,2.531010726,1.054866582,0,0,0,0,,
45,10,50.22975975,47.97975975,2.573699864,0.879637822,70.47160926,72.47160926,2.96326993,1.493209696,0,0,0,0,,
46,9,50.37679979,47.96013312,2.891628553,0.681487993,70.68078245,72.59744911,2.781607648,0.613065769,0,0,0,0,,
47,80,50.59192759,48.42526093,2.991682542,1.79853743,69.99378379,72.74378379,2.81255029,0.968808083,1,1,0,0,,
48,80,49.62012231,48.20345564,2.315989301,1.1613122,71.31605548,72.73272215,2.976326645,0.367916339,1,0,0,0,,
49,4,48.7590156,47.84234893,2.814909188,1.375203182,71.17485329,72.17485329,2.538540192,1.490764894,0,0,0,0,,
50,80,51.34128237,48.1746157,2.426869698,1.303688318,70.40194873,72.48528206,2.489132793,1.346100462,1,0,0,0,,
51,80,50.55274193,48.13607526,2.525212425,1.309492185,70.20522094,72.87188761,2.652691658,0.976356937,1,0,0,0,,
52,8,50.66023525,47.99356859,2.750772854,1.259190953,70.18533944,72.68533944,2.819027572,0.873872106,0,0,0,0,,
53,80,49.90304564,48.56971231,3.205295165,1.877103264,70.2162455,72.88291217,2.064121634,0.535766133,1,1,0,0,,
54,80,50.4763595,48.4763595,3.043834185,1.649033049,67.97063021,72.30396354,2.883611578,1.305068824,1,0,0,0,,
55,21,50.40582574,47.98915907,2.915818936,0.903052174,71.58384875,72.58384875,2.406012525,1.262264209,0,0,0,0,,
56,80,50.34261727,48.25928394,3.015426535,1.181048751,70.79199024,72.87532358,2.544302207,0.834455784,1,0,0,0,,
57,80,49.70914023,48.29247356,3.310600466,1.259746049,69.42176551,72.33843218,3.404670385,1.959223943,1,0,0,1,,
58,80,50.22104405,48.38771071,3.08428941,1.873013849,66.87430197,72.4576353,1.115770222,1.392395689,1,1,0,0,,
59,80,50.45775788,48.37442455,3.041429318,1.49359404,69.44546904,72.52880238,2.755974819,0.907512235,1,0,0,0,,
60,80,51.00262041,48.41928707,2.638990063,1.807903137,68.80130275,72.46796941,3.468334606,1.881019642,1,1,0,1,,
61,80,51.22112283,48.30445616,1.976792323,1.603367183,68.84742004,72.76408671,2.656588622,0.711165971,1,0,0,0,,
62,9,50.88204853,47.96538186,2.716666954,0.522998293,70.67485886,72.50819219,2.511910805,1.231679888,0,0,0,0,,
63,80,48.98818131,47.90484798,2.144820398,0.305332677,69.72220823,72.47220823,2.723324905,1.615048741,0,0,0,1,,
64,80,50.98304876,48.23304876,2.757684171,1.367721837,71.74400114,72.57733448,1.952945373,1.647078095,1,0,0,1,,
65,22,51.10410524,47.68743857,2.947400045,0.303790262,71.05578361,72.13911695,2.927905453,1.474531104,0,0,0,0,,
66,80,50.60509023,48.27175689,2.822870339,1.795223841,70.02278398,72.43945065,2.942274579,2.218104908,1,1,0,1,,
67,80,49.23173609,47.56506942,2.13303835,0.712473644,68.94092204,72.27425537,2.496828793,1.807645568,0,0,0,1,,
68,80,50.77362698,48.19029364,3.088572679,1.131763564,68.69686962,72.19686962,2.838802221,2.167624148,1,0,0,1,,
69,23,49.0307266,47.7807266,2.559232624,0.721886892,69.16925184,72.58591851,3.202367481,1.434600333,0,0,0,0,,
70,80,50.59858016,48.34858016,2.606065954,1.518006991,69.92486661,72.50819995,2.876785267,1.658015194,1,0,0,1,,
71,80,50.09247216,47.67580549,3.214825951,0.707429951,70.77758131,72.44424798,3.027540222,1.743535735,0,0,0,1,,
72,21,50.84767055,47.68100388,3.525832199,0.430065919,69.5349103,72.45157697,2.474276969,1.461505413,0,0,0,0,,
